CMS_Certification_Number_|CCN|,Provider_Name,City,ZIP,Phone,Type_of_Ownership,Offers_Nursing_Care_Services,Offers_Physical_Therapy_Services,Offers_Occupational_Therapy_Services,Offers_Speech_Pathology_Services,Offers_Medical_Social_Services,Offers_Home_Health_Aide_Services,Date_Certified,Quality_of_patient_care_star_rating,How_often_the_home_health_team_began_their_patients'_care_in_a_timely_manner,How_often_the_home_health_team_taught_patients_|or_their_family_caregivers|_about_their_drugs,How_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_current_flu_season,How_often_patients_got_better_at_walking_or_moving_around,How_often_patients_got_better_at_getting_in_and_out_of_bed,How_often_patients_got_better_at_bathing,How_often_patients'_breathing_improved,How_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,How_often_home_health_patients_had_to_be_admitted_to_the_hospital,Changes_in_skin_integrity_post-acute_care:_pressure_ulcer/injury,How_often_physician-recommended_actions_to_address_medication_issues_were_completely_timely,DTC_Numerator,DTC_Denominator,DTC_Observed_Rate,DTC_Risk-Standardized_Rate,DTC_Risk-Standardized_Rate_|Lower_Limit|,DTC_Risk-Standardized_Rate_|Upper_Limit|,DTC_Performance_Categorization,PPR_Numerator,PPR_Denominator,PPR_Observed_Rate,PPR_Risk-Standardized_Rate,PPR_Risk-Standardized_Rate_|Lower_Limit|,PPR_Risk-Standardized_Rate_|Upper_Limit|,PPR_Performance_Categorization
398177,BAYADA HOME HEALTH CARE  INC.,STATE COLLEGE,16801,8142359200,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,1/9/2012,,,,,,,,,,,,,,,,,,,,,,,,,,
398178,PRECISION HOME HEALTHCARE  INC,ORWIGSBURG,17961,5709684551,PROPRIETARY,Yes,Yes,No,No,No,Yes,2/23/2012,2.5,97.9,100,73,83.4,82.8,70.8,69.3,48.5,15.6,0,100,130,163,79.75,88.2,81.45,94.78,Better Than National Rate,7,103,6.8,3.75,2.66,5.02,Same As National Rate
398179,REDSTONE @ HOME,GREENSBURG,15601,7242216040,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,Yes,Yes,Yes,Yes,2/10/2012,1.5,93.2,98.2,88.4,63.7,59.5,53.5,62.1,49,14.1,0.9,88.2,429,515,83.3,87.82,84.68,91.2,Better Than National Rate,19,423,4.49,3.91,2.85,5.2,Same As National Rate
398181,HELPING HAND NURSE  LLC,BENSALEM,19020,2156041558,PROPRIETARY,No,No,Yes,No,No,Yes,5/4/2012,,,,,,,,,,17.9,,,84,115,73.04,79.59,71.87,87.34,Same As National Rate,0,25,0,3.31,2.33,4.56,Same As National Rate
398182,BAYADA HOME HEALTH CARE  INC.,ZELIENOPLE,16063,7242850009,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,5/2/2012,,,,,,,,,,,,,,,,,,,,,,,,,,
398185,AT PEACE HEALTH CARE AGENCY LLC,PHILADELPHIA,19150,4844681492,PROPRIETARY,Yes,Yes,No,No,No,Yes,7/16/2012,,,,,,,,,,,,,11,32,34.38,43.04,29.49,59.53,Worse Than National Rate,,4,,,,,Not Available
398186,PROVIDENCE HOME HEALTH AGENCY INC,EMMAUS,18049,6104218623,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,8/21/2012,,95.3,95.2,96.3,,,100,,,,0,88.4,39,56,69.64,78.93,67.34,89.87,Same As National Rate,3,59,5.08,3.58,2.62,5.01,Same As National Rate
398187,SALUS HEALTH INC,FEASTERVILLE,19053,8774574429,PROPRIETARY,Yes,No,No,No,No,No,8/30/2012,,,,,,,,,,12.3,,,79,89,88.76,94.34,86.1,99.76,Better Than National Rate,3,47,6.38,3.55,2.62,4.88,Same As National Rate
398188,BELLO NURSES LLC,HARRISBURG,17112,7175401700,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,9/18/2012,5,99,94.2,96.6,100,92.1,100,100,100,11.4,0,95.7,157,213,73.71,79.08,72.85,84.33,Same As National Rate,10,238,4.2,3.58,2.63,4.79,Same As National Rate
398190,AVEANNA HEALTHCARE,DUBOIS,15801,8554274234,PROPRIETARY,Yes,No,No,No,No,Yes,10/4/2012,,,,,,,,,,,,,,,,,,,,,,,,,,
398192,PERSONAL HOME HEALTHCARE AND HOSPICE,BLAKELY,18447,5703423314,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,1/24/2013,4,100,98.5,77.5,82.8,90,87.4,79.5,77.7,10.6,0,99.3,298,362,82.32,90.28,86.14,94.19,Better Than National Rate,10,221,4.52,3.58,2.6,4.87,Same As National Rate
398193,OSS HEALTH AT HOME,YORK,17402,7177478365,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,3/1/2013,3.5,96.3,92.9,84.3,77.6,90.4,80.2,83.3,75.9,12.6,0.3,93.5,973,1006,96.72,86.56,85.55,87.62,Better Than National Rate,8,1163,0.69,3.14,2.25,4.23,Same As National Rate
398195,FIRST HOPE HOME CARE AGENCY INC,PHILADELPHIA,19123,2155614673,PROPRIETARY,Yes,No,No,No,No,Yes,5/8/2013,,,,,,,,,,,,,,10,,,,,Not Available,,2,,,,,Not Available
398199,RENAISSANCE HOME HEALTH,EXTON,19341,2155897442,VOLUNTARY NON-PROFIT - OTHER,Yes,No,Yes,No,No,No,6/12/2013,4,96.3,100,89.6,91.9,90.4,92.8,91.7,89,29.1,0,100,394,461,85.47,89.37,85.86,92.45,Better Than National Rate,9,237,3.8,3.51,2.59,4.71,Same As National Rate
398200,LIFESPRING IN HOME CARE OF EASTERN PA,WHITEHALL,18052,4843531210,PROPRIETARY,Yes,No,No,No,Yes,Yes,6/5/2013,5,99.7,99.4,92.2,92.9,99.2,94.1,89.8,97.5,13.4,0.8,98.1,357,513,69.59,76.99,72.36,81.06,Same As National Rate,12,232,5.17,3.91,2.87,5.55,Same As National Rate
398201,FIDELITY HOME HEALTH LLC,FEASTERVILLE TREVOSE,19053,2157100515,PROPRIETARY,Yes,No,No,No,No,Yes,6/19/2013,3,100,96.2,46.4,72.6,60.7,85.2,91.3,57.4,15,0,98.5,272,328,82.93,88.16,83.85,92.34,Better Than National Rate,7,142,4.93,3.53,2.59,4.73,Same As National Rate
398202,PRIORITY HOME CARE LLC,JENKINTOWN,19046,2158871200,PROPRIETARY,No,No,No,No,No,Yes,7/25/2013,2.5,96.2,91.3,91.3,79.6,78.2,81,70.5,54.7,19,0,84.6,88,99,88.89,93,86,98.06,Better Than National Rate,3,42,7.14,3.63,2.62,5.08,Same As National Rate
398203,BLUE MOUNTAIN HOME HEALTH CARE INC,POTTSVILLE,17901,5706224444,PROPRIETARY,Yes,No,No,No,No,Yes,6/11/2013,,,,,,,,,,13.7,,,56,87,64.37,73.48,62.82,84.43,Same As National Rate,3,77,3.9,3.41,2.44,4.63,Same As National Rate
398204,PREFERRED HOME HEALTH CARE & NURSING SERVICES  INC,BENSALEM,19020,2677045100,PROPRIETARY,Yes,No,No,No,No,Yes,9/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
398206,INTRINSIC  INC,NEW CASTLE,16101,7246561667,PROPRIETARY,Yes,No,No,No,No,Yes,9/13/2013,,88.9,100,81,84.6,,,,,21.8,0,100,52,63,82.54,87.2,76.69,95.01,Same As National Rate,1,29,3.45,3.48,2.42,4.95,Same As National Rate
398208,BAYADA HOME HEALTH CARE  INC.,LITITZ,17543,7176270215,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,No,10/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
398209,BAYADA HOME HEALTH CARE  INC.,PHILADELPHIA,19103,2159889006,PROPRIETARY,Yes,No,No,No,No,Yes,9/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
398211,1ST CARE HOME HEALTH SERVICES OF PENNSYLVANIA,ALLENTOWN,18104,6102663999,PROPRIETARY,Yes,No,No,No,No,No,11/7/2013,3,98.9,97.4,69.5,77.1,92,83,81.2,79.9,21.6,0,94,99,129,76.74,93.17,83.89,100.75,Better Than National Rate,2,49,4.08,3.43,2.47,4.65,Same As National Rate
398213,AVEANNA HEALTHCARE,OLYPHANT,18447,5703192053,PROPRIETARY,Yes,No,No,No,No,Yes,12/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
398215,ALWAYS INDEPENDENT INC,PHILADELPHIA,19114,2673435026,PROPRIETARY,Yes,No,No,No,No,No,2/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,
398216,CAREPINE HOME HEALTH  LLC,WAYNE,19087,2158748535,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,2/18/2014,,,,,,,,,,,,,,7,,,,,Not Available,,14,,,,,Not Available
398217,AVEANNA HEALTHCARE,PITTSBURGH,15235,4124611603,PROPRIETARY,Yes,No,No,No,No,Yes,1/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,
398218,JENNICARE HOME HEALTH SERVICES LLC,HARRISBURG,17109,7175454853,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,3/14/2014,,100,100,100,,,,,,,,100,33,39,84.62,95.56,81.01,105.17,Better Than National Rate,1,35,2.86,3.43,2.46,4.75,Same As National Rate
398219,ANC HOMEHEALTH SERVICES,PHILADELPHIA,19106,6106965045,PROPRIETARY,Yes,No,No,No,No,Yes,2/20/2014,,,,,,,,,,,,,,2,,,,,Not Available,,,,,,,
398220,CARESENSE HOME HEALTH,MONTGOMERYVILLE,18936,8884448157,PROPRIETARY,Yes,No,No,No,No,No,4/6/2014,,,,,,,,,,,,,,5,,,,,Not Available,,,,,,,
398221,ONE CARE  INC,PHILADELPHIA,19116,2157221227,PROPRIETARY,No,No,No,No,No,Yes,4/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,
398223,MOG HOME HEALTHCARE SERVICES,BALA CYNWYD,19004,4842784805,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,6/19/2014,,,,,,,,,,,,,20,25,80,86.28,69.66,98.5,Same As National Rate,,5,,,,,Not Available
398225,ADVANTAGE HOME HEALTH AND HOSPICE,POTTSVILLE,17901,5706686300,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/7/2014,2.5,99.4,100,73.5,75.4,80.9,76.5,81.6,66.6,18.1,0.8,98.3,679,847,80.17,86.68,84.02,89.77,Better Than National Rate,23,674,3.41,3.42,2.57,4.44,Same As National Rate
398226,PROGRESSIVE HEALTH INC,HAVERTOWN,19083,6107891001,PROPRIETARY,Yes,No,No,No,No,Yes,7/24/2014,,,,,,,,,,,,,,,,,,,,,2,,,,,Not Available
398228,GRANE HOME HEALTH CARE,ALTOONA,16602,8146952109,PROPRIETARY,Yes,No,Yes,Yes,No,Yes,11/4/2014,,,,,,,,,,23,,,165,221,74.66,83.44,76.52,88.88,Same As National Rate,6,165,3.64,3.4,2.41,4.63,Same As National Rate
398230,BAYADA HOME HEALTH CARE  INC.,BLAIRSVILLE,15717,7244590000,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,12/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,
398231,HARMONY HOME HEALTHCARE,IRWIN,15642,7247650892,PROPRIETARY,Yes,No,No,No,No,Yes,1/27/2015,,,,,,,,,,,,,,,,,,,,,4,,,,,Not Available
398233,EKIDZCARE,LANCASTER,17601,7174053482,PROPRIETARY,Yes,No,No,No,No,Yes,10/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
398234,CITADEL HOME CARE LLC,GLENSIDE,19038,2152336231,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,4/7/2015,,,,,,,,,,,,,23,48,47.92,58.64,44.27,73,Worse Than National Rate,0,20,0,3.4,2.34,4.85,Same As National Rate
398235,ANGELS OF CARE OF PA,WYOMISSING,19610,6103761160,PROPRIETARY,Yes,No,No,No,No,No,4/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
398237,RAPHA HOME HEALTHCARE  INC,PHILADELPHIA,19115,2153320100,PROPRIETARY,Yes,No,No,No,No,Yes,6/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
398238,MAXIM HEALTHCARE SERVICES  INC,BALA CYNWYD,19004,6106170366,PROPRIETARY,Yes,No,No,No,No,Yes,6/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
398239,AVEANNA HEALTHCARE,WILLIAMSPORT,17701,5706014790,PROPRIETARY,Yes,No,No,No,No,Yes,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
398240,DARLING'S HOME CARE,WARREN,16365,8142309233,PROPRIETARY,Yes,No,Yes,Yes,Yes,No,7/9/2015,2.5,96.6,99.8,72.9,77,84,80.2,79.1,63.3,13.4,0.5,99.4,442,539,82,85.32,82.02,88.55,Better Than National Rate,5,322,1.55,3.11,2.24,4.27,Same As National Rate
398241,REVOLUTIONARY HOME HEALTH INC,ORELAND,19075,2156003360,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,11/3/2015,4,95,99.4,86.5,91.8,98.6,92.9,75.9,91,18.8,0.8,97.2,138,193,71.5,76.98,71.17,83.19,Same As National Rate,5,137,3.65,3.65,2.63,5.23,Same As National Rate
398243,LEHIGH VALLEY THERAPY INC,NORTHAMPTON,18067,6104402270,PROPRIETARY,Yes,Yes,No,No,No,Yes,10/22/2015,1.5,95.6,97.1,96.9,30.3,36,26.3,29.4,43.3,13.5,0,94.2,44,129,34.11,37.52,29.15,45.99,Worse Than National Rate,,18,,,,,Not Available
398244,BACI HOME HEALTH CARE LLC,DRESHER,19025,2153675611,PROPRIETARY,Yes,No,No,Yes,No,Yes,9/25/2015,1.5,67.8,81.4,84.3,54.2,66.4,59.4,60.2,69.5,,2.4,93.2,28,32,87.5,90.51,74.29,99.13,Same As National Rate,,5,,,,,Not Available
398246,BAYADA HOME HEALTH CARE  INC.,DOWNINGTOWN,19335,6108738202,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,1/11/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
398247,ALMA HEATLH SKILLED SERVICES LLC,CARLISLE,17015,7176091565,PROPRIETARY,Yes,Yes,No,No,No,Yes,1/25/2016,,,,,,,,,,13.2,,,30,40,75,78.37,65.4,88.61,Same As National Rate,1,30,3.33,3.52,2.43,4.98,Same As National Rate
398249,EKIDZCARE,ALLENTOWN,18103,4844080290,PROPRIETARY,Yes,No,No,No,No,Yes,3/31/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
398250,CAREGIVERS AMERICA HOME HEALTH SERVICES  LLC,ALLENTOWN,18109,6102312022,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,4/20/2016,1,81.1,94.7,92.6,59.9,58.9,50.8,,44.8,23,0,100,72,86,83.72,83.28,74.97,89.42,Same As National Rate,0,69,0,3.33,2.4,4.69,Same As National Rate
398251,BAYADA HOME HEALTH CARE  INC.,LEHIGHTON,18235,6103774717,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,4/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
398252,EKIDZCARE,WILKES BARRE,18702,5709553806,PROPRIETARY,Yes,No,No,No,No,Yes,4/29/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
398253,LADY OF FATIMA HEALTH SERVICES  INC,PHILADELPHIA,19141,2155582580,PROPRIETARY,Yes,No,No,No,No,Yes,6/23/2016,,,,,,,,,,,,,,6,,,,,Not Available,,1,,,,,Not Available
398254,DUNWOODY AT HOME / DUNWOODY HOMECARE,NEWTOWN SQUARE,19073,6103594503,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,7/19/2016,,,,,,,,,,14.1,,,206,243,84.77,85.56,80.79,89.74,Better Than National Rate,4,162,2.47,3.53,2.52,4.9,Same As National Rate
398255,CAREPINE HOME HEALTH  LLC,ALLENTOWN,18103,4845507636,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,6/8/2016,2.5,90.6,97.4,72.3,74.9,70.2,79.9,87.2,64.3,14.8,0,97.4,311,451,68.96,71.98,68.07,75.93,Worse Than National Rate,5,324,1.54,2.93,2.17,4,Same As National Rate
398256,ALL AMERICAN HOME CARE LLC,FEASTERVILLE TREVOSE,19053,2154949902,PROPRIETARY,Yes,No,No,No,Yes,Yes,6/23/2016,,,,,,,,,,,,,27,34,79.41,86.05,71.26,97.27,Same As National Rate,1,20,5,3.48,2.46,4.87,Same As National Rate
398258,EKIDZCARE,STATE COLLEGE,16803,8143089510,PROPRIETARY,Yes,No,No,No,No,Yes,8/24/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
398259,AMAZING CARE HOME HEALTH SERVICES  LLC,PHILADELPHIA,19115,2159699500,PROPRIETARY,Yes,No,No,No,No,Yes,9/22/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
398260,PRESBYTERIAN SENIORCARE AT HOME  INC,VERONA,15147,4128264055,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,9/28/2016,3,99.1,96.6,78.9,72.7,83.3,74.3,87.3,68.3,15.2,0,98.3,152,195,77.95,81.11,74.88,86.65,Same As National Rate,6,134,4.48,3.75,2.69,5.3,Same As National Rate
398261,EHOMECARE,CLIFTON HEIGHTS,19018,2158587685,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/11/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
398262,FAITHFUL NURSING LP,MANHEIM,17545,7175841100,PROPRIETARY,Yes,Yes,Yes,No,No,No,11/8/2016,,,,,,,,,,,,,13,22,59.09,64.89,49.03,80.58,Same As National Rate,,19,,,,,Not Available
398263,BAYADA HOME HEALTH CARE  INC.,EXTON,19341,4848750200,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,Yes,Yes,Yes,11/17/2016,4,96.2,98.8,85.9,100,97.9,97.5,82,84.7,16.9,0.3,99.8,1783,2132,83.63,92.05,90.57,93.89,Better Than National Rate,48,1329,3.61,3.57,2.88,4.4,Same As National Rate
398265,ACTS HOME HEALTH AGENCY,LANSDALE,19446,2155429517,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,No,No,No,No,Yes,1/18/2017,3,98.8,98.8,97.3,76.7,77.1,74.5,71.3,94,16.1,0,91.2,407,470,86.6,91.5,88.03,94.54,Better Than National Rate,9,273,3.3,3.52,2.55,4.8,Same As National Rate
398266,PATIENT BLISS HOME CARE AGENCY  INC,TREVOSE,19053,2157805475,PROPRIETARY,Yes,No,No,No,No,Yes,3/17/2017,,100,95,,,,,,,14.5,,100,34,39,87.18,84.39,72.6,91.96,Same As National Rate,,10,,,,,Not Available
398267,BAYADA HOME HEALTH CARE  INC.,MEDIA,19063,6108911636,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,Yes,Yes,Yes,4/7/2017,4.5,96.2,99,87.1,93.3,90.7,91.6,89.6,95.9,14.9,0.5,96.2,2537,3011,84.26,92.82,91.51,94.41,Better Than National Rate,38,1373,2.77,2.95,2.33,3.69,Same As National Rate
398268,H&C NURSING CARE SERVICES  LLC,COATESVILLE,19320,4843594357,PROPRIETARY,Yes,No,No,No,No,Yes,5/16/2017,,,,,,,,,,,,,,2,,,,,Not Available,,,,,,,
398269,RACHEAL HOME HEALTH CARE INC,YORK,17404,7177471159,PROPRIETARY,Yes,No,No,No,No,Yes,4/26/2017,,95.7,4.3,,,,,,,,0,0,,,,,,,,,,,,,,
398270,HOMELAND HOMEHEALTH,HARRISBURG,17110,7174120166,PROPRIETARY,Yes,No,Yes,No,Yes,Yes,4/13/2017,4.5,99.8,98.6,85,86.7,91.9,87.3,92.6,82.6,13.8,0.6,76.8,393,459,85.62,91.15,87.57,94.42,Better Than National Rate,17,371,4.58,3.8,2.8,5,Same As National Rate
398271,RELIANCE HEALTHCARE HOMEHEALTH,HANOVER,17331,7179692073,PROPRIETARY,Yes,No,No,No,No,Yes,3/27/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
398272,MASONIC VILLAGE HOME HEALTH,ELIZABETHTOWN,17022,7173614050,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,Yes,Yes,Yes,Yes,5/25/2017,3.5,100,99.3,95.6,78.8,82.4,85.8,81.5,81.9,15.3,1.2,99.1,513,555,92.43,93.9,91.64,96.05,Better Than National Rate,5,304,1.64,3.11,2.24,4.24,Same As National Rate
398273,LATONA HOME HEALTH SERVICES  LLC,PITTSTON,18640,5702370284,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,8/24/2017,4,100,100,91.4,88.2,81.6,96.6,44.2,87.4,13.6,0,85.7,131,157,83.44,85.85,79.7,90.95,Better Than National Rate,4,86,4.65,3.56,2.55,4.85,Same As National Rate
398274,SHADAI HOME HEALTH SERVICES,CAMP HILL,17011,7173037272,PROPRIETARY,Yes,No,No,No,No,Yes,8/3/2017,,65.7,94.1,91.2,,,,,,,,88.6,,9,,,,,Not Available,,4,,,,,Not Available
398275,ADWA HOME CARE INC,PHILADELPHIA,19107,2155928848,PROPRIETARY,Yes,No,No,No,No,No,9/12/2017,,,,,,,,,,,,,34,41,82.93,83.05,71.07,91.52,Same As National Rate,1,23,4.35,3.51,2.53,5,Same As National Rate
398276,BAYADA HOME HEALTH CARE  INC.,BLUE BELL,19422,6102771100,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,Yes,Yes,Yes,10/24/2017,3.5,94.4,98.6,74.4,89.8,87.8,86.7,82.7,80.9,18.7,0.6,98.2,1525,1846,82.61,91.82,90.15,93.67,Better Than National Rate,25,947,2.64,3.06,2.35,3.93,Same As National Rate
398277,FAMILY CARE HOME HEALTH  LLC,BLOOMSBURG,17815,5704161471,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,10/10/2017,3.5,95.5,92.6,63.4,87.2,89.9,88.8,71.4,82.2,4.6,0,91,38,71,53.52,61.36,50.29,72.5,Worse Than National Rate,1,25,4,3.53,2.46,5.14,Same As National Rate
398278,A-TEAM HOME CARE  INC,FEASTERVILLE,19053,2154909994,PROPRIETARY,Yes,Yes,No,No,No,Yes,11/15/2017,,,,,,,,,,,,,,17,,,,,Not Available,,1,,,,,Not Available
398280,PENN HOME HEALTH CARE,CHESTER,19013,8557736644,PROPRIETARY,Yes,No,No,No,Yes,Yes,1/16/2018,,,,,,,,,,,,,,11,,,,,Not Available,,3,,,,,Not Available
398281,SUMA HOME CARE INC,GLENOLDEN,19036,4842064544,PROPRIETARY,Yes,No,No,No,No,Yes,2/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
398282,LEHIGH HOME HEALTH CARE AND STAFFING AGENCY INC,ALLENTOWN,18102,4843503333,PROPRIETARY,Yes,No,No,No,No,Yes,1/8/2018,,,,,,,,,,,,,48,52,92.31,85.23,76.51,90.22,Same As National Rate,,1,,,,,Not Available
398283,HUNTINGDON VALLEY HOME CARE LLC,SOUTHAMPTON,18966,2672799113,PROPRIETARY,No,No,No,No,No,Yes,2/23/2018,,,,,,,,,,,,,,4,,,,,Not Available,,2,,,,,Not Available
398284,WEALLCARE HOME HEALTH LLC,PHILADELPHIA,19122,2152914383,PROPRIETARY,No,No,Yes,No,No,Yes,3/12/2018,,,,,,,,,,,,,,6,,,,,Not Available,,,,,,,
398285,BAYADA HOME HEALTH CARE  INC,JAMISON,18929,2154914090,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,No,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
398286,CHRISTIAN GROUP  INC,PITTSBURGH,15212,4123232273,PROPRIETARY,Yes,Yes,No,No,No,Yes,5/1/2018,,,,,,,,,,,,,,4,,,,,Not Available,,4,,,,,Not Available
398288,MCMANUS HOME HEALTHCARE AGENCY INC,PHILADELPHIA,19145,2158218408,PROPRIETARY,Yes,Yes,No,No,No,Yes,6/2/2018,2,100,96,87.2,35.4,29.4,40.6,36.6,43,13,1.8,98,151,207,72.95,82.5,75.51,88.58,Same As National Rate,0,27,0,3.3,2.27,4.51,Same As National Rate
398289,CARING HEARTS HEALTH CARE SERVICES LLC,COLLINGDALE,19023,6102005600,PROPRIETARY,Yes,Yes,No,No,No,No,7/26/2018,,,,,,,,,,,,,,2,,,,,Not Available,,,,,,,
398290,RELIANCE HOME CARE AGENCY  INC,PHILADELPHIA,19138,2679303281,PROPRIETARY,Yes,No,No,No,No,Yes,7/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
398291,TNT HEALTH SERVICES  LLC,SUNBURY,17801,5704954514,PROPRIETARY,Yes,No,Yes,No,No,No,8/29/2018,3.5,97.6,99,87.2,78.9,97.7,79.3,81.5,76.8,19,0.7,99,80,108,74.07,84.6,75.32,93.1,Same As National Rate,1,48,2.08,3.38,2.3,4.77,Same As National Rate
398292,LONG LIFE HOME HEALTH  LLC,PHILADELPHIA,19107,2159222288,PROPRIETARY,Yes,No,No,No,No,Yes,8/23/2018,,,,,,,,,,10.5,,,7,39,17.95,25.89,15.74,38.05,Worse Than National Rate,,1,,,,,Not Available
398293,ARGO HOME HEALTH CARE INC,SOUTHAMPTON,18966,2153968778,PROPRIETARY,Yes,No,No,No,No,Yes,9/4/2018,4,100,100,61.9,82.8,98.1,94,100,57.3,16.2,0,100,33,36,91.67,94.1,81.51,100.97,Better Than National Rate,,11,,,,,Not Available
398294,EFFRAIM HOME CARE AGENCY  LLC,PLYMOUTH MEETING,19462,4842708725,PROPRIETARY,Yes,No,No,No,No,Yes,8/29/2018,,,,,,,,,,,,,,13,,,,,Not Available,,3,,,,,Not Available
398296,ALBRIGHT HOME CARE,YORK,17408,7177646262,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,No,No,No,No,Yes,8/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
398297,ALWAYS BEST CARE,PHILADELPHIA,19146,2679099248,PROPRIETARY,Yes,No,No,No,No,Yes,9/28/2018,3.5,98.2,100,96.2,79.1,72.8,80.3,87.5,90.8,,2,100,,,,,,,,,,,,,,
398298,CARE FIRST HOME HEALTH INC,UPPER DARBY,19082,6105723440,GOVERNMENT - LOCAL,Yes,No,No,No,No,Yes,11/19/2018,,,,,,,,,,,,,,5,,,,,Not Available,,1,,,,,Not Available
398299,UPMC HOME HEALTHCARE OF CENTRAL PA,HARRISBURG,17109,7179889380,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,No,No,No,1/31/2019,3,94.2,99.4,83.6,77.8,84.1,80.6,85.4,73.5,15.5,0.5,98.4,302,400,75.5,82.47,77.78,86.73,Same As National Rate,10,289,3.46,3.46,2.54,4.67,Same As National Rate
398300,FAITHFUL HOME CARE SOLUTIONS  LLC,GLENSIDE,19038,2152336107,PROPRIETARY,Yes,No,No,No,No,Yes,1/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398301,VAINSHTEIN NURSING CORPORATION,WEXFORD,15090,4123782022,PROPRIETARY,No,No,Yes,Yes,Yes,Yes,2/6/2019,,96,98.7,95.7,99.7,94.8,98.6,,,,0,86.7,,12,,,,,Not Available,,2,,,,,Not Available
398302,WE CARE HOME HEALTH AGENCY  LLC,BRISTOL,19007,2158260102,PROPRIETARY,Yes,No,No,No,Yes,Yes,2/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398303,GOOD SHEPHERD AT HOME,ALLENTOWN,18103,6107789344,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,Yes,Yes,Yes,Yes,2/26/2019,2.5,88.2,100,75.9,66,74.9,73.8,89.5,65,15.5,0,96.1,131,198,66.16,75.72,68.38,82.23,Same As National Rate,5,87,5.75,3.76,2.6,5.17,Same As National Rate
398305,BAYADA HOME HEALTH CARE  INC,MEADVILLE,16335,8143338433,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,4/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
